"Tuve un problema con el envío de mi pedido, pero se resolvió en menos de 24 horas gracias a su eficacia.",9801,"9101,9401,9801"
"Tuve un problema al recibir aviso de que el pedido había sido entregado y no fue así, hablé con el repartidor lo habia dejado en la dirección indicada siendo mentira, y que volvería a hablar con el y me dirían algo. nadie volvió a contactarme. Encontré la caja en el restaurante al dia siguiente, cuando especifica la dirección que es el 1ª. Al restaurante llegan infinidad de cajas y pedidos y luego es díficl saber quien lo recoge y donde lo pone.",102,102
"Tuve un pequeño inconveniente con una devolución, pero por lo demás, todo bien.","103,9995","103,9995"
Tuve que reclamar varias veces para obtener una solución.,808,808
"Tuve que realizar un nuevo pedido porque la empresa de transporte afirmó que no estábamos en casa, lo cual no era cierto.",104,104
Tuve que ponerme en contacto varias veces para obtener información sobre mi pedido.,808,808
"Tuve que desplazarme a un centro de recogida debido a problemas con la entrega, a pesar de haber solicitado la entrega a domicilio.",102,102
tuve problemas en la compañía de reparto.,104,104
"Trato excelente en tienda. Profesional, correcto, educado, amablem",9701,9701
"Tras varios intentos fallidos, finalmente no pude realizar mi pedido online.",501,501
"Tras varias reparaciones, mi cafetera todavía no prepara correctamente el café.",401,401
"Tras un problema con mi máquina en garantía, tuve que pagar por la reparación debido a la falta de ticket de compra.",202,401
"Tras ser reparada, mi cafetera aún tiene problemas con el filtro.",401,401
"Tras repararla, la cafetera sigue sin espumar la leche adecuadamente.",401,401
"Tras recibir mi máquina del taller, continúa con dificultades en el dispensador.",401,401
"Tras probar otras marcas, me decantó por las otras",95,9201
"Tras ofrecerme una taza por mi compra y corroborarlo telefónicamente con un trabajador de Nespresso, no le llegó nada en la caja del pedido de dicha raza promocionada y conseguida por el número de cápsulas compradas.",202,202
"Tras múltiples intentos fallidos, desistí de realizar mi pedido en línea.",501,501
"Tras esperar pacientemente, aún no han venido a recoger mi máquina estropeada, a pesar de estar en garantía.",402,402
Tras dos meses sigo esperando mi cafetera. Lo mas molesto todavía es tener en casa la disco box y que nadie pasara a por ella con mi cafetera averiada.,402,402
Tras 6 meses de suscripción y más de 120€ gastados en cápsulas valoraríamos que mandaran alguna cápsula de prueba de nuevos sabores etc.,205,202
"Totalmente las explicaciones que me dieron, no se ajustaban a la realidad, tomadura de pelo en las promociones.",203,203
"Todo salió muy bien, desde el trato de la dependienta hasta la rapidez del servicio.",9701,9701
"Todo perfecto menos el servicio de mensajería que falla de vez en cuando,",104,"104,0102"
Todo ha ido bien️ llevábamos tiempo que nos fallaba la cafetera y la hemos mandado al servicio técnico y nos han mandado cafetera de repuesto mientras la reparan. Aunque no la usaremos porque tenemos otra en casa del modelo anterior,9401,9401
"Todo es perfecto: la app, el producto y la entrega.",9501,9101
Todo es mejorable,208,208
Todavía tengo la máquina averiada en casa desde el domingo,402,401
Todavía no tengo arreglada mi máquina Nespresso.,403,401
"Todavía no sé cuál es mi reward de aniversario, a pesar de haber realizado compras de cápsulas.",204,204
Todavía no me han devuelto mi máquina.,403,403
Todavía estoy esperando que cambien mi cafetera,202,202
"Todavía estoy esperando la máquina, que aparentemente está retrasada, así que mi experiencia hasta ahora ha sido terrible, especialmente después de haber invertido tanto en café.",403,102
Tienen que mejorar la calidad y la variedad de los descafeinados. Vivo en Segovia y no tengo ninguna manera de reciclar las cápsulas. Eso no me gusta nada.,"0206,0301,0208","0206,0301,0208"
Tienen que mejorar la calidad y la variedad de los descafeinados.,206,206
Tiene margen de mejora. No fue la mejor experiencia.,808,808
"Tenía un descuento en cápsulas, pero las enviaron sin preguntar si me venía bien o no.",203,203
"Tengo una suscripción que debo hacer un pedido mensual y este mes de enero falló, hice el pedido de cafés y me cobraron el importe del pedido más el importe de la suscripción, no me lo descontaron y tuve que llamar por telefono",205,205
Tengo una màquina reparando más de un mes!!!!!!!,403,401
"Tengo una máquina que simplemente no hace café, es frustrante.",207,207
Tengo una máquina nueva vertuo y no me gusta nada prefería el modelo clásico mucho mejor,207,207
"Tengo una excelente forma de reciclar las cápsulas, ya que las recogen en Mercadona y las redirigen a ustedes.",9301,9301
Tengo una cafetera Vertuo y me gustaría tener más opciones de descafeinados de doble espresso.,206,206
"Tengo un problema en mi cuenta de suscripción, lo he comunicado y casi un mes después está todo igual. Nadie se ha puesto en contacto conmigo y mi cuenta está bloqueada. No estoy nada contenta con el servicio postventa.",205,205
Tengo un problema con mi cafetera y tras pasar por taller no se ha solucionado,401,401
"Tengo problemas recurrentes con mi máquina Vertuo, y el soporte al cliente no me proporciona soluciones efectivas.",406,406
Tengo problemas para entender por qué algunas cápsulas que siempre pedía han desaparecido de mis pedidos anteriores sin previo aviso.,206,206
Tengo la impresión de que el café de Nespresso cada vez es más suave.,208,208
Tener un punto de reciclaje de cápsulas en mi barrio sería ideal.,301,9301
Tener que desplazarme a otra ciudad para comprar cápsulas Nespresso es poco conveniente.,708,206
"Te venden algo que no cumple con lo que dicen, me parece una posventa malísima,",203,202
Te daría un 10 si a la entrega pudiéramos depositar las cápsulas para su reciclaje,301,9301
Tardaron mucho en recoger mi cafetera para reparar,402,402
Tardan mucho en arreglar el problema,403,402
Su enfoque en la publicidad basada en valores ha resonado profundamente con el público.,9202,9202
Siempre son rápidos y precisos en la entrega de pedidos.,9101,9101
Siempre me voy de la boutique de Nespresso inspirado para experimentar más con el café en casa.,9701,9701
"Siempre me sorprenden con regalos especiales en mis compras regulares de café. Aunque tuve un problema con mi vertuo y lo llevé al servicio técnico, finalmente me lo devolvieron en buen estado y pude disfrutar de café nuevamente.","9203,9401","9201,9401"
Siempre encuentro un nuevo sabor favorito cada vez que participo en una sesión de degustación.,9702,9702
"Si, se valoraria mucho que hubiera mas ofertas para buenos y fieles clientes .",202,202
Sería ideal tener cápsulas de café que no comprometan el medio ambiente.,302,301
Seguir mejorando y facilitar la recogida de capsulas,301,301
"Se equivocaron con mi último pedido duplicando el número de cápsulas, y tardaron mucho en hacer la devolución.","103,0102","103,0102"
"Recibí mi pedido de Nespresso, pero faltaban varias cápsulas. Llamé y me aseguraron que enviarían las faltantes, pero aún no han llegado.",103,103
Realizar pedidos en línea es un proceso rápido y sencillo.,9501,9501
"Realicé un pedido grande de Nespresso, pero al revisar, faltaban varios productos.",103,103
"Prometieron enviarme una máquina de cortesía, pero nunca llegó y tuve que lidiar con la falta de café.",405,401
Probar nuevos blends y orígenes me ha ampliado mis horizontes de café.,9702,9201
Prefiero opciones de café más ecológicas que no impliquen tanto desperdicio.,302,301
Porque últimamente los empleados ya no te ofrecen un café para probar sabores nuevos ni te invitan a degustar un café como antes. Se ha vuelto una experiencia de tienda normal al uso.,702,702
Pedí cápsulas de café específicas y me dieron una variedad diferente que no quería.,103,203
Ofreceis buen servicio en general.,9801,9801
Nunca volveré a comprar productos de esta marca.,208,208
Nunca tienen café fresco en existencia.,206,206
"Nunca me informan de las nuevas promociones, y esto me hace sentir que no valoran a los clientes.",202,202
Nunca me canso de probar los diferentes cafés en Nespresso.,9201,9201
Nunca imaginé que la reparación de mi cafetera Nespresso tardaría tanto y con tan poca información.,404,402
No veo ninguna razón para seguir siendo leal,204,204
No tienen palabras,95,208
No tengo idea de cuándo el servicio técnico terminará con la reparación de mi máquina.,404,404
"No sé qué decir, fue una compra sin más.",9,9
"No recomendaría este servicio técnico a nadie, es realmente deficiente. Deben tener un servicio de recogida de la máquina vieja que ha dejado de funcionar, si ese fuera el caso, de la misma manera que cuando envían cápsulas a casa, ofrecen el servicio de recogida de cápsulas para reciclar y siempre regalan bolsas de reciclaje con cada compra de cápsulas.","406,9301",406
No puedo creer que tengan la audacia de ofrecer un servicio técnico tan malo.,406,406
No puedo creer que el servicio técnico no me haya contactado aún sobre mi cafetera.,404,404
"No puedo creer lo fácil que es comprar en línea, sin errores en su sitio web. Los beneficios por ser cliente habitual hacen que me sienta valorado.","9501,9203","9201,9501,9995"
"No puedo creer lo desinteresados que son en tiendas que venden estos productos, es una vergüenza.",601,601
No puedo creer lo costosos que son estos productos. Es un robo. Disfruto del rico sabor y la variedad de opciones que ofrece.,"201,9201","201,9201"
No puedo confiar en estos productos.,208,208
No puedo confiar en el plan de suscripción. Siempre hay errores en la facturación.,205,205
No puedo apoyar una empresa que ignora la sostenibilidad.,302,302
No me han solucionado el problema,406,406
No me han dicho todavía que le ocurre a mi cafetera,404,404
No me han ayudado para conseguir entrar en mi perfil. al introducir mi correo y contaseña en el sistema sale el error. Y no puedo ni entrar en mi perfil ni disfrutar de la experiencia,501,501
No he recibido ninguna noticia del servicio técnico sobre mi cafetera desde hace días.,404,404
"No han hecho lo que prometieron El café no sale muy caliente , está es la pega que yo veo","203,0208","203,0208"
No estoy satisfecho con las opciones de garantía que ofrece esta empresa.,202,202
"Nespresso tiene que tener un servicio al cliente al nivel de de la imagen que proyectan. Si una factura no es clara, se modifica y se da una respuesta adecuada al cliente. Además, el último contacto no tuvo respuesta. Incomprensible.",808,808
Necesitaba el café y por problemas de Seur no me llegó a tiempo,104,104
Nada en particular que mencionar.,9,9
nada,9,9
Muy,9,9201
Mi vendedora en Media Markt demostró una amabilidad y experiencia excepcionales.,9601,9601
"Mi valoración tiene que ver con el producto que compré, el de cacao y vainilla, me decepcionaron... no noté ningún sabor y mucho menos una diferencia.",206,206
Mi último pedido tardo en llegar más de 14 días. Nefasto el servicio de entrega.,102,102
"Mi pedido se ha entregado puntualmente dos veces consecutivas, y confío plenamente en su puntualidad.",9101,9101
Mi pedido llegó incorrectamente y ahora tengo que esperar a que se resuelva.,103,103
Mi máquina volvió del servicio técnico y ahora calienta perfectamente. Estoy satisfecho con su trabajo.,9401,9401
"Mi máquina no calienta después de la reparación, ¿qué están haciendo en el servicio técnico? Me gustaría que los productos fueran más fáciles de encontrar.","401,0208","0401,0208,0206"
Mi máquina de café ha estado funcionando sin problemas desde que fue reparada. El plan de suscripción es más complicado de lo que parece. Las facturas son un enigma.,"0201,9401,0205","9401,0205,0201"
Mi incidente fue resuelto de manera profesional y perfecta.,9801,9801
Mi experiencia con la tienda del centro comercial Sant Cugat fue mala la chica me me atendió es muy estupida y sigue hablando con la compañera sin terminar de atender.,701,701
Mi cafetera siempre se descompone en el peor momento.,207,207
"Mi cafetera se retrasó dos veces consecutivas, y ya no confío en que llegue a tiempo.",102,102
Mi cafetera está en reparación y prometieron proporcionarme una máquina de cortesía. Pasaron semanas y nunca llegó. Me atendieron fatal en corte inglés,"405,0601","601,0402"
"Mi cafetera está en reparación y prometieron proporcionarme una máquina de cortesía. En poco tiempo, llegó y mejoró mi experiencia.",9401,9401
"Meh, no tengo nada especial que comentar.",9,9
Me siento frustrado por la falta de comunicación con respecto a recoger mi máquina para repararla.,404,404
"Me siento estafado por el servicio técnico que he recibido, es realmente lamentable.",406,406
Me siento culpable por comprar productos que no son sostenibles.,302,302
Me siento completamente cómodo con el reciclaje. El programa de puntos de la marca me permite obtener fantásticos obsequios.,"9301,9203","9301,9201"
"Me sentí desinteresado por parte de Nespresso cuando llamé para resolver un problema con mi pedido. Estoy contento porque el paquete llegó en excelente estado, sin ninguna abolladura, y el producto en su interior estaba impecable.","808,9101","0808,9101,9101"
"Me parece una opción poco ecológica Estoy cansado de esperar a que recojan mi máquina para reparar, el servicio es lento.","0404,302,0402","0301,0402,0404"
Me hubiera gustado que hubiera un servicio para aprovechar máquinas que pueden tener una segunda vida.,302,301
Me gustaría que potenciaseis mas el reciclado de cápsulas incentivando a los clientes con algún obsequio como premio a la fidelidad y al compromiso,301,301
Me gustaría que los cafés saliesen más calientes.,208,208
Me gustaría q hubiera mas promociones para los clientes fieles,204,204
Me enviaron una cafetera que no coincide en absoluto con lo que pedí. Esto es una gran molestia.,103,103
"Me enviaron un producto equivocado, y ahora tengo que lidiar con la molestia de la devolución.",103,103
Me engañaron con la publicidad de esta empresa. No volveré a confiar en ellos.,203,203
Me complace ver tantos esfuerzos para ser ecológicos.,9301,9301
Me atendieron fatal en corte inglés Mi cafetera está en reparación y prometieron proporcionarme una máquina de cortesía. Pasaron semanas y nunca llegó.,"601,0405",601
Me atendieron fatal en corte inglés Mi cafetera está en reparación y prometieron proporcionarme una máquina de cortesía. Pasaron semanas y nunca llegó.,"601,0405",601
"Me atendieron fatal en corte inglés Cada vez que intento comprar en línea, todo funciona sin problemas en su sitio web.","601,9501","601,9501"
Me alegra que mi cafetera ya no haga ruido después de la reparación. Las máquinas de café son muy elegantes y fáciles de operar.,"9401,9201","9401,9201"
Mal servicio técnico,406,406
Los productos son una decepción total.,208,203
Los productos no se adaptan a mis necesidades.,208,208
Los problemas de atención al cliente en las boutiques Nespresso perjudican la imagen de marca.,701,701
Los precios elevados de estos productos son una carga para mi presupuesto.,201,201
Los descuentos para suscriptores son mínimos; no vale la pena el compromiso a largo plazo.,202,202
"Los dependientes en las boutiques de Nespresso parecen estar en el negocio equivocado, deberían cambiar de profesión.",701,701
Los dependientes en grandes superficies como Amazon deberían ser más atentos; su desinterés es evidente.,601,601
Los dependientes aquí parecen no hacer caso a las necesidades de los clientes en las boutiques de Nespresso. Recibir una taza de regalo con mi pedido de café fue un detalle maravilloso.,"701,9203","701,9701"
"Los dependientes aquí parecen no hacer caso a las necesidades de los clientes en las boutiques de Nespresso. La compañía de reparto entregó el paquete a un vecino equivocado, y ahora estoy tratando de recuperarlo.","102,701,0104","0701,0104,0102"
Los costos de envío son excesivos y deberían eliminarse. Sólo encarecen las compras.,201,201
"Los constantes cierres de tiendas solo empeoran la situación, dejándonos con menos opciones. El paquete estaba visiblemente dañado, y al abrirlo, encontré que las cápsulas de café estaban abiertas y derramadas por todas partes.","708,0101","708,0101"
Los clientes experimentan una experiencia excepcional gracias a la atención y el interés genuino de los dependientes en las tiendas de Nespresso.,9701,9701
Los beneficios por ser cliente habitual hacen que me sienta valorado. La marca ha hecho un trabajo excepcional en diferenciarse con su marketing.,"9203,9202",9203
Los anuncios son engañosos. La empresa promete cosas que no cumple. Me gustaría que los productos fueran más fáciles de encontrar.,"0202,203,0208","0203,0202,0208"
Los anuncios son engañosos. La empresa promete cosas que no cumple. Lo único que mejoraría sería el reciclaje de las cápsulas,"203,0301","0203,0203,0301"
Los anuncios de esta empresa son pura fantasía. No se apegan a la realidad.,203,203
"Los accesos sin problemas al sitio web son un alivio, no tengo que preocuparme por obstáculos.",9501,9501
Los accesos sin problemas al sitio web siempre hacen que disfrute del café de esta marca en línea.,9501,9501
Los accesorios son una inversión inútil.,208,208
Los accesorios son frágiles y costosos.,208,208
Lo recomendaría si usan cápsulas de café.,9201,9201
"Llevo esperando la máquina de sustitución durante meses y aún no ha llegado. ¿Es esto un servicio al cliente? En la tienda Nespresso de la calle Principal, el servicio siempre es rápido y eficiente.","405,9701","0405,0405,9701"
Las máquinas de café son muy elegantes y fáciles de operar. La demora en la entrega de las reparaciones es frustrante.,"9201,0403","9201,0402"
Las cápsulas exclusivas para suscriptores no son tan especiales como se prometió.,205,202
"Las cápsulas de café que pedí llegaron en perfecto estado, y puedo disfrutar de mi café como de costumbre.","9201,9101","9101,9201"
"Lamentable CRM con los clientes históricos. Lejos de disculparse, me proponen aumentar una compra cuando ya les he informado que abandono la marca",204,202
"La variedad de sabores disponibles para degustar siempre me sorprende gratamente. Los dependientes en las boutiques de Nespresso son atentos y rápidos, lo que es altamente valorado.","9702,9701","9701,9701,9701"
La variedad de sabores disponibles para degustar siempre me sorprende gratamente. La presencia de un excelente servicio en línea es admirable en esta era digital. ¡Están haciendo un gran trabajo!,"9702,9501","9201,9501,9801"
"La última vez que fui a la boutique, la atención fue terrible.",701,701
La suscripción que tenemos no nos satisface del todo.,205,205
La red de tiendas es tan limitada que a menudo me encuentro buscando alternativas en otros lugares. Mi máquina de café ha estado funcionando sin problemas desde que fue reparada.,"708,9401","708,0401"
La red de tiendas es tan limitada que a menudo me encuentro buscando alternativas en otros lugares. La degustación de cápsulas nuevas me ayudó a descubrir mi nuevo sabor favorito.,"708,9702","708,9702"
"La rapidez, amabilidad y la solución eficaz a cualquier problema son aspectos que valoro mucho de Nespresso. La cortesía y profesionalismo en tiendas como El Corte Inglés que venden estos productos es excepcional.","9801,9601","9601,9701"
La promotora Conchi Vázquez en Media Markt Alcalá de Guadaíra fue la única que intentó ayudarme con este tema.,9601,9601
La página web de esta marca de café es tan poco usable que simplemente me rindo. Tienen que mejorar la calidad y la variedad de los descafeinados.,"501,0206",501
La página web de esta marca de café es tan funcional que aprovecho al máximo mi tiempo en ella.,9501,9501
La originalidad en la promoción de su producto es destacable. La atención a mis solicitudes ha sido decepcionante por parte de Nespresso.,"9202,0808","9201,0202"
La marca ha hecho un trabajo excepcional en diferenciarse con su marketing.,9202,9202
La máquina de sustitución que me proporcionaron estaba tan sucia que ni siquiera quise probarla. ¿Dónde está la higiene?,405,405
La máquina de sustitución que me dieron como cortesía estaba llena de problemas y no hacía café decente.,405,405
La máquina de sustitución fue de gran ayuda mientras reparaban la mía.,9401,9401
La máquina de reemplazo tenía marcas y arañazos en toda la superficie.,405,405
La manera en que la marca utiliza los datos para afinar su marketing es innovadora.,9202,9202
La mala atención al cliente en tiendas como Carrefour que ofrecen esta marca es un problema constante. La falta de flexibilidad y apertura en el proceso de degustación aquí es un inconveniente.,"601,0702","601,0702"
La lentitud en obtener ayuda del servicio técnico ha erosionado mi confianza en la marca de café. A la semana de llegarme la máquina se averió y me dijeron que no había stock así que me que de sin maquina,"404,0207",404
La lentitud en el servicio al cliente en las tiendas de Nespresso hace que uno se cuestione si debería seguir siendo cliente. No puedo creer que la cafetera haya llegado con un abollón en la parte frontal. ¿Cómo pueden enviar productos en este estado?,"701,0101","0701,0101,0404"
La lentitud en el proceso de recoger la cafetera para repararla es irritante.,402,402
La falta de transparencia en el proceso de comunicación con el servicio técnico es inaceptable y poco profesional. No creo que a Nespresso le importen sus clientes leales. No hay recompensas por ser fiel.,"404,0204","0204,0204,0204"
"La falta de tiendas en mi vecindario me hace considerar cambiar a otras marcas con mejor presencia. El café no sale muy caliente , está es la pega que yo veo","708,0208","0708,0206,0206"
La falta de puntualidad a la hora de recoger mi cafetera para repararla es inaceptable.,402,402
"La falta de profesionalismo y amabilidad de los dependientes en las tiendas de Nespresso es inaceptable. Siempre que llamo al servicio telefónico, encuentro a personas amables y eficientes que resuelven mis dudas rápidamente.","701,9801","701,9801"
"La falta de información y seguimiento por parte de Nespresso ha sido decepcionante. Mi cafetera debería haber llegado hace una semana, pero todavía no ha llegado. Esto es inaceptable.","808,0102",102
"La falta de flexibilidad y apertura en el proceso de degustación aquí es un inconveniente. La caferera vertuo no me gusta, sale el cafe frio","702,0207","0206,0702,0206"
"La falta de flexibilidad y apertura en el proceso de degustación aquí es un inconveniente. El pedido llegó con una pieza faltante, y esto afecta gravemente su funcionalidad.","702,0103","0702,0103,0103"
La falta de cortesía y profesionalismo en tiendas como El Corte Inglés que venden estos productos es inaceptable. La originalidad en la promoción de su producto es destacable.,"601,9202","601,9202"
La falta de claridad en el proceso de comunicación con el soporte técnico es una deficiencia importante que debe abordarse.,404,404
La facturación del plan de suscripción es un caos. No se corresponden con lo acordado.,205,205
"La estrategia de publicidad de la marca es muy efectiva y atractiva. El servicio de Nespresso es rápido y eficiente, y el trato siempre es amable y profesional.","9202,9401,9801","9202,9401,9801"
La entrega tardía de las reparaciones del servicio técnico es inaceptable.,403,402
"La entrega programada no la cumplen y ni avisan, nefasto servicio",102,102
"La empresa prometió cambiar el producto por uno nuevo, pero nunca lo hizo. Pésimo servicio. El sitio web de esta marca de café es un éxito total, los pagos en línea funcionan perfectamente.","202,9501","0103,0202,0501,9201,9501"
La empresa necesita mejorar urgentemente su política de garantía. La experiencia del cliente es mala.,202,"401,0406"
La empresa debería ser más considerada con los precios de estos productos.,201,201
La durabilidad de los accesorios deja mucho que desear.,208,208
La degustación es un recordatorio constante de por qué amo el café de Nespresso.,9702,9702
La degustación de cápsulas nuevas me ayudó a descubrir mi nuevo sabor favorito. Los accesorios no siempre son compatibles con todos los modelos.,"9702,0208","9702,9201,0206"
La cortesía y profesionalismo de los representantes en El Corte Inglés son notables y crean una experiencia positiva.,9601,9601
"La confirmación de mi pedido en línea tardó demasiado, estaba inseguro.",501,202
La compostación es otra forma efectiva de reducir los desechos.,9301,301
"La calidad del servicio técnico deja mucho que desear, no lo recomiendo.",406,406
La cafetera sigue sin funcionar correctamente tras su reparación en el servicio técnico.,401,401
La atención recibida en El Corte Inglés de Diagonal fue excepcional. Los precios de estos productos son exorbitantes. No puedo permitirme comprarlos.,"9601,0201","0601,0201,0009"
La atención recibida en El Corte Inglés de Diagonal fue excepcional. La falta de información y seguimiento por parte de Nespresso ha sido decepcionante.,"9601,0808","601,0202"
"La atención recibida en El Corte Inglés de Diagonal fue excepcional. La empresa prometió cambiar el producto por uno nuevo, pero nunca lo hizo. Pésimo servicio.","9601,0202","0601,0202,0202"
"La atención fue estupenda.la calidad de los productos, como siempre, muy buena.","9701,9201","9701,9201"
